6353.7	0.23	1.99	0.27
6390.9	0.24155	2.12	0.25
3590.9	0.28002	1.83	0.25
3885.4	0.37	2.24	0.3
4323.6	0.12255	2.057	0.01
4633.8	0.10422	2.489	0.08
5596.8	0.21259	2.46	0.15
6418.6	0.056843	2.681	0.055
6418.6	0.059793	2.667	0.054
4341	0.82	2.1	0.23
5044.9	0.36	1.76	0.28
5615	0.24	2.25	0.2
5625.1	0.19727	2.109	0.08
6439.1	0.054565	2.612	0.044
3401.3	0.24695	1.75	0.15
3703.6	0.29562	1.73	0.14
4307.1	0.32167	1.69	0.24
4669.3	0.4	2.04	0.11
5063	0.32246	2.19	0.18
5632.3	0.15458	2.065	0.08
6446.9	0.79	2.526	0.035
3229.6	0.31	2.18	0.27
3408.1	0.35112	1.78	0.17
3604.7	0.44039	2.18	0.46
4365	0.68882	2.93	0.66
4675.8	0.12863	2.01	0.11
5639.3	0.33368	2.096	0.08
6453	0.069646	2.692	0.05
4380.8	0.68	2.2	0.37
5654.1	0.147	2.33	0.12
6467.9	0.27	2.24	0.17
6473.9	0.24621	2.24	0.17
5709	0.19823	2.95	0.15
6523.31	0.206	2.58	0.19
5739.83	0.65	2.03	0.29
6556	0.07	2.97	0.06
3737.8	0.35882	2.09	0.28
5172.9	0.22	2.81	0.22
5744.2	0.5235	2.02	0.29
6562.7	0.48112	2.972	0.058
3049.9	0.24	1.3	0.16
4057.2	0.19	2.04	0.16
4805.9	0.55	2.57	0.37
6583.1	0.033905	2.588	0.03
4850.7	0.32091	2.04	0.26
5244.7	0.3	2.13	0.28
5814.2	0.16277	2.38	0.15
6628	0.1	2.49	0.1
6655.7	0.13	2.59	0.12
5841.5	0.40744	2.41	0.42
6678.1	0.14814	2.662	0.057
6687.5	0.07	2.73	0.07
5876.7	0.7962	2.9	0.14
5908.2	0.50832	2.57	0.23
6722.6	0.05	2.704	0.042
3376.6	0.41331	1.65	0.28
5922.4	0.27	2.1	0.18
6753.7	0.14	2.973	0.09
5946.5	0.58112	2.9	0.15
6760.7	0.14	2.973	0.09
6771.6	0.7	2.973	0.09
6775.6	0.45	2.973	0.09
5962.7	0.2	2.89	0.19
6805.6	0.23	3.04	0.16
6819.2	0.21	3.04	0.16
5442	0.5	2.23	0.34
6834.7	0.06	2.644	0.048
6843.9	0.25	2.644	0.048
6914.7	0.23	2.21	0.14
6940.74	0.516	2.76	0.21
6945.64	1.66	2.76	0.21
5172.4	0.46306	2.01	0.29
6952.34	0.39	2.76	0.21
6990.7	0.25	2.576	0.087
6993.9	0.26255	2.576	0.087
6998.5	0.4	2.576	0.087
5229.9	0.47	2.34	0.45
6193.4	0.4023	2.92	0.24
7008.1	0.10042	2.7	0.1
4482.9	0.39	2.33	0.4	
5392.3	0.42	1.05	0.28
7287.7	0.58453	2.1394	0.5
7326.5	0.50164	3.27	0.45
