814.94	0.0032707	1.08079	0.00065
569.79	0.0014402	0.992	0.0024
858.81	0.086875	1.122	0.071
393.43	0.0059702	0.95	0.011
963.35	0.0038484	1.1141	0.0059
1778	0.018445	1.465	0.014
174.28	0.073384	1.035	0.051
278.69	0.096025	1.146	0.094
1137.7	0.041717	1.289	0.015
669.8	0.12943	0.92	0.18
1239.1	0.027019	1.278	0.014
310.13	0.1002	0.824	0.087
703.82	0.013942	1.104	0.027
1273.6	0.018352	1.197	0.024
361.98	0.35037	1.11	0.34
756.13	0.0097213	1.078	0.024
1326.1	0.020243	1.288	0.01
2140.5	0.032142	1.544	0.014
386.33	0.020216	1.161	0.014
1142.5	0.033478	0.82	0.33
1712.2	0.0067236	1.3348	0.0078
690.03	0.20818	1.05	0.28
791.44	0.078883	1.244	0.055
965.09	0.15916	1.29	0.16
1359.3	0.24837	1.3	0.18
1929	0.021829	1.3	0.05
2743	0.021338	2.0867	0.008
831.31	0.11501	1.25	0.08
1399.1	0.043496	1.242	0.016
1968.6	0.047715	1.575	0.013
2783.6	0.050372	1.471	0.035
2005.8	0.032406	1.512	0.012
2820.8	0.0047723	1.5026	0.004
897.98	0.12974	1.91	0.1
1071.4	0.042361	1.423	0.027
1176.4	0.15442	1.48	0.12
1464.9	0.046002	1.46	0.014
2034.7	0.04876	1.536	0.027
2231.1	0.043895	1.538	0.013
992.25	0.095122	1.211	0.092
969.3	0.18666	1.05	0.15
1021.8	0.131	1.18	0.12
2295.1	0.12009	1.768	0.069
3110.3	0.027168	1.8291	0.0063
978.42	0.071501	1.208	0.055
1065.3	0.072547	1.481	0.06
1734.4	0.040254	1.47	0.022
2304.3	0.039525	1.552	0.023
404.21	0.030586	1.138	0.022
1084.4	0.061574	1.249	0.042
2410.2	0.039281	1.611	0.025
3225.2	0.033984	1.797	0.018
1094.8	0.076341	1.26	0.04
1181.7	0.094267	1.217	0.076
1283.1	0.085278	1.387	0.067
1457.5	0.12958	1.33	0.1
1850.6	0.042827	1.528	0.025
1648.2	0.2762	1.94	0.22
603.87	0.15445	0.95	0.13
1207.3	0.062262	1.396	0.042
1294.3	0.062564	1.31	0.029
1395.4	0.047454	1.4	0.03
1569.7	0.11407	1.399	0.067
2533.9	0.29021	1.58	0.5214
1772.8	0.13829	1.39	0.14
345.15	0.26178	1.5	0.3
634.47	0.2634	1.25	0.15
2640.6	0.096801	1.816	0.087
1326.2	0.19	1.34	0.15
1514.3	0.11724	1.49	0.12
1688.3	0.23936	1.12	0.23
2081.8	0.18218	1.93	0.18
2652	0.059485	1.738	0.047
1393.3	0.15454	1.38	0.13
2719.4	0.058136	1.883	0.034
1467.7	0.15139	1.31	0.14
2741.6	0.032263	1.669	0.027
3556.6	0.023206	1.929	0.026
1527.2	0.25811	1.2	0.11
1802.5	0.14943	1.29	0.11
2196	0.049121	1.588	0.028
504.2	0.088531	1	0.056
1474	0.030142	1.403	0.015
1836.5	0.09079	1.452	0.065
2800.4	0.14188	1.995	0.086
2806.7	0.21	1.9	0.08
3621.4	0.010377	1.608	0.023
1551.1	0.18017	1.4	0.15
1638.4	0.10277	1.45	0.11
1739.8	0.062744	1.48	0.06
2877.8	0.12371	1.393	0.088
3753.4	0.046954	1.9922	0.009
1751.9	0.14517	1.53	0.13
1028	0.17167	0.86	0.11
1670.4	0.092139	1.457	0.068
2426	0.14258	1.834	0.06
848.35	0.14297	0.79	0.13
1840.1	0.14829	1.58	0.13
2509.3	0.04055	1.775	0.035
3079.8	0.093986	1.995	0.087
820.28	0.39115	1.23	0.12
1109.9	0.21273	1.29	0.14
1789.6	0.038506	1.529	0.025
2545.8	0.15471	1.39	0.13
3116	0.14083	1.751	0.073
1888.6	0.19965	0.88	0.17
2592.7	0.16567	2.06	0.14
3977	0.033438	2.111	0.026
1931.7	0.22608	1.2	0.19
2206.8	0.13578	2.03	0.15
1956.1	0.092179	1.608	0.08
2266.5	0.073887	1.505	0.06
495.03	0.12627	1.21	0.11
1230.7	0.13771	1.388	0.09
1910.6	0.046803	1.49	0.04
1997	0.2909	1.4	0.28
2273.2	0.24688	1.505	0.58
2666.9	0.18599	2.09	0.2
4050.9	0.075385	1.944	0.081
2292.9	0.11	1.4	0.1
2326.1	0.26792	2	0.17
2721.2	0.22811	2.05	0.14
2378.9	0.17929	1.89	0.16
1645.7	0.29656	1.58	0.24
3358.4	0.072182	1.82	0.034
2115.8	0.14553	1.24	0.12
2145.4	0.16259	1.53	0.12
2232.8	0.26	1.57	0.27
2333.8	0.21761	1.87	0.17
2508	0.083665	1.62	0.04
2901.9	0.15028	1.97	0.12
3471.6	0.13232	2.619	0.091
1449.3	0.29234	1.68	0.21
1477.4	0.12934	1.324	0.082
2157.7	0.18777	1.54	0.12
2209.8	0.21612	1.83	0.22
2520.2	0.09828	1.62	0.043
2913.8	0.03631	1.792	0.02
3483.7	0.079858	2.1	0.023
2594.4	0.13044	1.516	0.089
2323.8	0.080543	1.464	0.072
2236.1	0.14661	1.609	0.082
1266.5	0.38647	2.26	0.58
1317.6	0.34	1.38	0.21
1578.3	0.31258	1.83	0.28
2287.2	0.35702	1.66	0.22
2339.4	0.18476	1.16	0.3
2649.8	0.39685	1.13	0.19
4427.6	0.0066809	1.827	0.015
3050.5	0.25	1.85	0.16
3176.8	0.40763	2.11	0.25
2800.54	0.96	1.49	1.49
2584.6	0.2	1.92	0.14
2840	0.22957	1.95	0.21
832.33	0.19189	1.3	0.17
884.5	0.14608	1.27	0.14
1016.4	0.075503	1.416	0.07
1081.4	0.10097	1.434	0.09
1103.8	0.1045	1.268	0.085
1171.2	0.16959	1.31	0.18
1289.9	0.10601	1.083	0.077
1412.6	0.091535	1.416	0.08
1518.6	0.16853	1.46	0.16
1527.4	0.055885	1.464	0.029
1591.6	0.021755	1.297	0.042
1788.3	0.07076	1.591	0.058
1816.9	0.03543	1.564	0.014
1854	0.24861	1.59	0.22
1893.6	0.046577	1.542	0.028
2496.8	0.119	1.6	0.1
2549.3	0.15959	1.7	0.1
2584.7	0.234	1.99	0.17
2859.7	0.075268	1.803	0.054
3253.4	0.081325	1.817	0.078
3823	0.0555	1.914	0.033
4637.5	0.010716	1.954	0.0072
1546.7	0.13215	1.52	0.12
1555.4	0.20532	1.48	0.17
1815.1	0.30634	1.38	0.27
1844.5	0.28	1.47	0.26
1881.9	0.13867	1.32	0.14
3851.1	0.33484	2.71	0.34
1847.6	0.4135	1.51	0.26
3312.8	0.40946	1.5	0.32
3882.7	0.09214	1.965	0.027
4697.4	0.026923	2.116	0.022
2935.2	0.144	1.576	0.092
677.49	0.2	1.16	0.21
1166.5	0.48638	2.09	0.33
1901	0.1151	1.386	0.08
1620.9	0.48	1.71	0.39
2591.2	0.16	1.55	0.15
2998.9	0.24	1.18	0.24
1976	0.24	1.22	0.2
2708.3	0.16	2.21	0.09
4796.2	0.055	2.249	0.01
831.52	0.25181	1.44	0.2
1055.6	0.14871	1.28	0.12
1186.9	0.18631	1.56	0.17
1194.1	0.25164	1.02	0.17
1689.7	0.43967	2.15	0.32
1958.7	0.076212	1.68	0.06
1987.4	0.052	1.586	0.04
2024.8	0.11635	1.902	0.08
2281.1	0.175	1.66	0.12
2667.9	0.25325	1.65	0.13
2719.9	0.16371	2.235	0.09
3030.5	0.15665	1.75	0.14
3423.7	0.12264	1.9	0.12
3994.3	0.066063	2.5	0.031
4808	0.036905	2.43	0.15
1744.5	0.09	1.523	0.073
3470.4	0.09	1.894	0.094
3139	0.38	2.05	0.35
1838.8	0.27	0.76	16
2808.3	0.303	2.38	0.28
4133.9	0.07	1.992	0.057
4947.9	0.09	2.322	0.067
1899.5	0.26	1.51	0.23
2189.9	0.34	2.57	0.3
2869.7	0.21	1.74	0.11
1707.1	0.3844	1.74	0.5
1124.2	0.26414	1.5	0.26
1160.4	0.1	1.405	0.085
1433.5	0.13084	1.32	0.11
1473.8	0.04	1.48	0.03
1498.5	0.13	1.39	0.11
1520.8	0.079226	1.517	0.077
2205	0.17	1.74	0.15
2234	0.052501	1.543	0.037
2271.2	0.31	1.77	0.22
2311.2	0.32	1.27	0.16
2913.8	0.10607	2.085	0.064
3276.7	0.057577	1.851	0.043
3670.3	0.043994	1.995	0.021
4240.2	0.059489	2.082	0.023
1188.7	0.29	1.39	0.23
2262.2	0.11	1.511	0.096
2942.4	0.21	1.75	0.24
2958.6	0.25	2.12	0.24
1151.8	0.21985	0.9	0.23
1234.5	0.13	1.14	0.11
1507.1	0.16805	0.53	0.21
1594.6	0.06	1.39	0.06
1893.1	0.136	1.325	0.084
2018.2	0.044883	1.61	0.04
2082.3	0.077509	1.514	0.065
2279.4	0.228	1.29	0.17
2308	0.145	1.88	0.13
2384.5	0.37	2.43	0.34
2601.5	0.13786	1.8	0.11
2987.9	0.15483	2.18	0.1
3040.3	0.21193	1.87	0.26
3350.5	0.11	1.97	0.08
3744.2	0.060575	1.852	0.049
5128.4	0.086837	2.231	45
2098.3	0.37	1.59	0.14
2388.3	0.31	1.65	0.14
3068.2	0.19	1.49	0.12
3120.4	0.11	1.99	0.11
1461.1	0.18472	1.59	0.14
1593.2	0.11145	1.983	0.1
2103.9	0.22	1.57	0.14
2393.6	0.33036	1.65	0.14
3073.7	0.2485	1.49	0.12
3435	1.0726	4.4	1.1
3829.2	0.26704	1.84	0.19
1924.8	0.21	1.17	0.25
2451.1	0.36	1.63	0.27
2488.6	0.34	1.12	0.25
3131.9	0.18045	2.2	0.2
3183.6	0.24316	2.28	0.26
3218.2	0.21094	0.66	0.17
3494.2	0.21	1.98	0.14
3888.2	0.070823	2.04	0.06
4457.6	0.048422	2.06	0.039
5272	0.034196	2.158	0.04
1502.5	0.022	1.52	0.19
2492.3	0.32318	1.72	0.12
2529.6	0.18	1.88	0.19
2570	0.2	1.37	0.14
3169.28	1.07	1.61	0.35
3225	0.065	1.79	0.04
3535.1	0.25	2.17	0.16
3928.5	0.11	2.16	0.11
5313.1	0.074784	2.279	0.053
2502.1	0.16	1.72	0.12
2795.9	0.27741	1.14	0.2
3181.2	0.57357	2.29	0.21
3234.7	0.17	1.79	0.04
3269.1	0.44271	1.72	0.25
3544.5	0.27	2.17	0.16
4508	0.050147	2.206	0.023
5322.5	0.035504	2.405	0.029
2522.4	0.24	1.27	0.21
3202.8	0.23539	1.5	0.19
2324.8	0.33	1.5	0.2
2585.5	0.13877	1.81	0.11
2690.9	0.31272	1.28	0.2
3347.2	0.21	1.67	0.19
3657.4	0.12	1.813	0.09
4050.5	0.18	1.95	0.16
2652.2	0.23083	1.12	0.25
2728.9	0.38844	1.82	0.29
3384.9	0.17271	2.03	0.14
4658.1	0.043665	2.231	0.033
2697	0.24	1.21	0.23
3392.6	0.29333	1.91	0.11
3702.9	0.22	1.75	0.23
4666.9	0.38314	2.235	0.029
5480.6	0.033255	2.427	0.016
1917.3	0.23	1.06	0.22
1963.9	0.13945	1.38	0.12
2150.2	0.22	1.32	0.21
2647.7	0.51565	2.2	1
2714.4	0.27	1.41	0.16
2677.4	0.2	1.61	0.19
2754	0.33123	1.51	0.22
3719.9	0.076526	1.884	0.064
4682.6	0.15328	2.235	0.029
5497.5	0.032472	2.46	0.016
1839.2	0.5	2.01	0.45
2421.5	0.44841	2.19	0.48
2711.1	0.24979	1.05	0.21
2788.1	0.188	1.55	0.16
3753.8	0.22853	1.74	0.16
4717.1	0.28926	2.17	0.2
5531.8	0.06	2.594	0.047
2348.7	0.22302	1.78	0.23
2734.5	0.31154	2.03	0.26
3057.4	0.3	2.11	0.22
3495.7	0.29073	1.05	0.44
3806.4	0.2	2.14	0.15
4199.8	0.075	2.028	0.072
4769.2	0.07679	2.123	0.059
5583.9	0.039739	2.45	0.0064
3446.5	0.38	1.64	0.21
2811.9	0.3655	1.12	0.15
3492.2	0.21296	1.59	0.15
3544.5	0.42	2.17	0.43
3579.2	0.68519	2.35	0.28
4248.6	0.15383	2.49	0.13
4817.7	0.3714	1.39	0.27
5632.2	0.038448	1.712	0.02
1673.1	0.4735	0.86	0.18
2069.5	0.26866	1.24	0.17
2183.2	0.12	1.44	0.11
2194.4	0.144	1.51	0.14
2414.9	0.058	1.66	0.05
2540	0.18654	1.49	0.13
2800.5	0.35277	1.31	0.19
2829	0.36	1.85	0.26
2866.9	0.2	1.63	0.23
2906.4	0.37227	2.07	0.56
3123.3	0.15006	1.78	0.14
3509.3	0.3197	1.65	0.12
3561.9	0.32128	1.18	0.2
3596.5	0.32603	2.35	0.28
3872.5	0.11	1.99	0.08
4265.8	0.068851	2.111	0.037
4835.3	0.031307	2.24	0.015
5650	0.12154	2.306	0.042
2558.8	0.35926	1.63	0.22
2924.7	0.21	1.46	0.19
4284.5	0.076719	2.149	0.07
4854	0.34	2.08	0.38
2628.7	0.55955	2.16	0.41
3597.7	0.42763	1.39	0.46
4924.4	0.069982	2.05	0.064
5738.8	0.025869	2.419	0.015
3658.5	0.34	1.6	0.26
5746	0.12	2.44	0.014
2010.6	0.1	1.208	0.082
2128.3	0.45	2.38	0.41
2355	0.21	1.44	0.18
2366.2	0.21	1.95	0.23
2473.7	0.2	1.75	0.18
2702.7	0.16	1.68	0.14
3001	0.16	1.85	0.14
3038.3	0.18	2	0.16
3294.7	0.24656	1.64	0.19
3681	0.079689	2.16	0.06
3733.4	0.13828	2.2	0.15
4043.7	0.16363	2.25	0.13
4437	0.116	2.108	0.076
5006.6	0.10885	2.224	0.081
5821.3	0.036319	2.298	0.027
2171.9	0.23	1.54	0.12
2242.9	0.088191	1.636	0.074
2516.5	0.28	1.5	0.3
2629.1	0.1	1.73	0.08
2639.1	0.15	1.39	0.13
2754	0.23964	1.57	0.15
3044	0.21	1.74	0.19
3080.9	0.18875	1.84	0.13
3120.6	0.28	1.03	24
3337.5	0.18827	2.17	0.16
3776.2	0.0779	2.125	0.06
3810.9	0.13977	2.07	0.1
4086.6	0.198	2.1	0.22
4480.1	0.15926	2.34	0.14
5864.1	0.037932	2.539	0.03
2126.3	0.28736	2.03	0.11
2768.7	0.2249	1.57	0.15
3029.6	0.23613	1.69	0.13
3058.3	0.51	1.72	0.44
3095.5	0.34447	1.85	0.12
3135	0.18	2	0.11
3352.1	0.13	1.85	0.1
3737.6	0.32286	1.76	0.38
3791	0.36876	2.108	0.06
3825.5	0.35021	1.17	0.45
4101.3	0.3	1.95	0.13
4493.9	0.21868	2.02	0.16
5063.7	0.13272	2.132	0.084
5878.5	0.03986	2.565	0.012
4505.9	0.21493	2.4	0.18
5890.7	0.11979	3.18	0.12
2433.8	0.2826	1.47	0.23
3079.6	0.45972	2.08	0.45
3373.9	0.24	1.19	0.19
3761.4	0.44632	2.13	0.2
3812.6	0.067231	2.1409	0.214
4123.5	0.36	2.51	0.36
4515.3	0.46787	1.86	0.31
5085.6	0.069071	2.243	0.034
5900.3	0.040636	2.6121	0.0095
5943.8	0.035	2.512	0.016
3186	0.44372	2.18	0.37
4191.9	0.2679	1.74	0.17
1270.9	0.09	1.156	0.086
1305.3	0.16	1.22	0.14
1567.3	0.24715	1.46	0.17
1574.7	0.17711	1.1	0.15
1951	0.15	1.2	0.16
2025.6	0.18134	1.48	0.15
2249.4	0.14006	1.55	0.11
2310	0.14171	1.52	0.11
2381.2	0.10655	1.568	0.092
2421.4	0.12	1.45	0.12
2468.6	0.083825	1.643	0.064
2767	0.08	1.719	0.074
2777.6	0.2	1.22	0.21
2883.88	0.319	1.55	0.13
2892.4	0.092635	1.679	0.08
2956.5	0.08	1.737	0.077
3152.9	0.16149	1.8	0.11
3181.9	0.108	1.68	0.1
3218.6	0.22855	1.81	0.17
3258.3	0.17602	2.04	0.15
3475.3	0.21055	2.03	0.21
3914.3	0.093428	2.21	0.07
3948.6	0.28165	2.04	0.26
4224.2	0.19434	1.43	0.22
5187.3	0.047699	2.358	0.016
6001.8	0.02791	2.528	0.013
931.02	0.14	1.46	0.15
1081.7	0.096	1.26	0.09
1220.5	0.47279	2.11	0.33
1233.6	0.092151	1.473	0.075
1392.2	0.12225	1.352	0.06
1594.6	0.21521	1.69	0.17
1652.5	0.16141	1.03	0.15
1873.1	0.2	1.37	0.1
1977.9	0.35	1.5	0.2
1985.5	0.13	1.31	0.13
2044.6	0.2	1.67	0.12
2053	0.068039	1.51	0.05
2135.8	0.24	1.14	0.26
2218.8	0.14	1.48	0.12
2277	0.11	1.574	0.067
2337.6	0.16264	1.58	0.16
2449.2	0.081288	1.611	0.08
2473.7	0.07	1.55	0.04
2496.4	0.12	1.626	0.095
2563.1	0.07	1.69	0.06
2682.2	0.1	1.71	0.09
2911	0.05	1.81	0.03
2920	0.075	1.77	0.07
2984.1	0.056	1.706	0.046
3180.6	0.098011	1.871	0.071
3209.3	0.22349	1.66	0.17
3247.1	0.18279	1.51	0.2
3286.2	0.2082	1.78	0.17
3503	0.045778	2.019	0.026
3889.6	0.17839	2.27	0.13
3942	0.1099	2.118	0.054
3976.7	0.11446	2.112	0.097
4251.3	0.22	2.07	0.17
4645.3	0.14972	2.25	0.11
5215	0.050292	2.373	0.025
6029.8	0.03313	2.746	0.016
2011.7	0.27	1.24	0.22
2440.74	0.26	1.08	0.22
2448.6	0.16595	1.62	0.15
2482.4	0.25	1.77	0.22
2607.1	0.41	1.82	0.38
2953.1	0.26602	1.58	0.18
3017.2	0.26	1.38	0.21
3213.8	0.3176	2.11	0.32
3280.5	0.43	1.89	0.36
3922.6	0.15507	2.33	0.13
4009.8	0.21728	2.2	0.16
4285.4	0.40345	2.13	0.23
4678.2	0.096594	2.244	0.072
5248.1	0.05718	2.377	0.026
6062.44	0.21	2.23	0.14
3993	0.33	1.95	0.13
4303.43	0.5	1.81	0.43
6079.9	0.15682	2.578	0.02
2465	0.28857	0.95	0.27
3945.8	0.28056	2.46	0.25
3999.9	0.24	1.86	0.12
4308.27	0.59	2.07	0.7
4702.2	0.25435	2.25	0.19
5271.7	0.24338	2.42	0.29
6086	0.052798	2.741	0.024
1418.3	0.18526	1.34	0.16
2063.8	0.2	0.81	0.21
2221.4	0.13538	1.4	0.11
2423.1	0.26	1.4	22
2534.9	0.42	1.74	0.4
2581.8	0.23963	1.93	0.2
3005.5	0.16568	1.87	0.14
3070	0.21	1.51	0.23
3265.9	0.30835	2.29	0.24
3295.6	0.55281	1.1	1.1
3371.9	0.1165	1.73	0.09
3589.3	0.34383	2.24	0.28
4061.5	0.26658	1.82	0.2
4337.4	0.10796	2.001	0.085
4730.9	0.055509	2.344	0.04
5300.7	0.058992	2.369	0.028
6114.7	0.025346	1.957	0.044
6118.1	0.092615	1.957	0.044
5323	0.12837	2.43	0.012
6137	0.051479	2.487	0.04
3332.4	0.22	1.86	0.22
4013	0.36711	2.32	0.33
4065.7	0.23508	1.88	0.2
4374.6	0.32143	1.91	0.23
6152.8	0.070712	2.417	0.06
4096.7	0.41935	2.13	0.15
3340.3	0.31585	1.45	0.21
3369.5	0.23877	1.25	0.14
4102	0.27204	2.28	0.23
4411.6	0.39969	2.45	0.4
5375.1	0.076196	2.218	0.051
6189.2	0.0238	1.95	0.03
3169.3	0.15	1.75	0.11
4126.9	0.367	1.89	0.44
3445.1	0.40352	2.32	0.21
3702.6	0.083477	1.941	0.07
4451.8	0.44571	1.63	0.3
4844.7	0.19535	2.34	0.14
6245.7	0.19	3.85	0.11
3239.7	0.24231	2.09	0.19
3436.1	0.36	1.77	0.27
3758.5	0.37797	2.11	0.27
4900.2	0.16879	2.26	0.15
5470.5	0.16	2.27	0.13
3452.84	0.5	1.81	0.35
5487.7	0.28774	2.52	0.18
6301.1	0.32479	3.69	0.33
3488.4	0.15	1.99	0.14
3564.06	0.4	1.31	7
3782.2	0.29055	2.09	0.18
4924	0.15807	2.62	0.17
5494.9	0.47065	2.53	0.19
