0	0	0	0	0
344.2789	344.2785	0	87847224.5	878472.2
615.415	271.08	344.2789	236309.0	2363.1
755.396	411.1165	344.2789	7390587.0	73905.9
930.546	174.8	755.396	4568.1	45.7
930.546	315.1	615.415	131770.8	1317.7
930.546	586.2648	344.2789	1502187.5	15021.9
930.546	930.59	0	240701.4	2407.0
1047.81	703.55	344.2789	8784.7	87.8
1109.2	354.16	755.396	3162.5	31.6
1109.2	493.78	615.415	32239.9	322.4
1109.2	764.88	344.2789	625472.2	6254.7
1109.2	1109.18	0	622836.8	6228.4
1123.1855	192.6	930.546	22488.9	224.9
1123.1855	367.7891	755.396	2839222.3	28392.2
1123.1855	778.9045	344.2789	42711320.6	427113.2
1282.24	172.1	1109.2	1405.6	14.1
1282.24	351.66	930.546	35138.9	351.4
1282.24	526.88	755.396	39531.3	395.3
1314.64	970.22	344.2789	3953.1	39.5
1314.64	1314.6	0	6325.0	63.3
1318.456	195.22	1123.1855	6764.2	67.6
1318.456	209.3	1109.2	562.2	5.6
1318.456	387.9	930.546	9663.2	96.6
1318.456	563.1	755.396	992.7	9.9
1318.456	703.01	615.415	12737.8	127.4
1318.456	974.09	344.2789	44802.1	448.0
1318.456	1318.38	0	5183.0	51.8
1434.02	324.83	1109.2	224888.9	2248.9
1434.02	503.467	930.546	503364.6	5033.6
1434.02	678.623	755.396	1561045.2	15610.5
1434.02	1089.737	344.2789	5727639.0	57276.4
1550.17	440.86	1109.2	20644.1	206.4
1550.17	794.78	755.396	86968.8	869.7
1550.17	1206.09	344.2789	43045.1	430.5
1605.596	287.1	1318.456	2679.3	26.8
1605.596	482.4	1123.1855	7730.6	77.3
1605.596	496.4	1109.2	19414.2	194.1
1605.596	557.8	1047.81	9663.2	96.6
1605.596	675	930.546	70277.8	702.8
1605.596	850.1	755.396	2547.6	25.5
1605.596	990.18	615.415	103659.7	1036.6
1605.596	1261.35	344.2789	110687.5	1106.9
1605.596	1605.62	0	26002.8	260.0
1643.421	209.41	1434.02	3953.1	39.5
1643.421	324.914	1318.456	16427.4	164.3
1643.421	328.764	1314.64	11420.1	114.2
1643.421	520.24	1123.1855	176572.9	1765.7
1643.421	534.25	1109.2	135284.7	1352.8
1643.421	712.83	930.546	315371.5	3153.7
1643.421	1299.142	344.2789	5393819.6	53938.2
1692.4	937.05	755.396	8784.7	87.8
1692.4	1348.1	344.2789	57100.7	571.0

